id_grafico,nombre_archivo
10,10_publicaciones_scopus_gasto_investigadores.csv
10,10_publicaciones_scopus_gasto_investigadores.csv
11,10_publicaciones_scopus_gasto_investigadores.csv
11,10_publicaciones_scopus_gasto_investigadores.csv
11,10_publicaciones_scopus_gasto_investigadores.csv
11,10_publicaciones_scopus_gasto_investigadores.csv
11,10_publicaciones_scopus_gasto_investigadores.csv
12,12_solicitud_patentes_segun_residencia_solicitante_ultimo_anio_disponible.csv
12,12_solicitud_patentes_segun_residencia_solicitante_ultimo_anio_disponible.csv
12,12_solicitud_patentes_segun_residencia_solicitante_ultimo_anio_disponible.csv
12,12_solicitud_patentes_segun_residencia_solicitante_ultimo_anio_disponible.csv
13,13_patentes_residentes_sobre_pib.csv
13,13_patentes_residentes_sobre_pib.csv
13,13_patentes_residentes_sobre_pib.csv
13,13_patentes_residentes_sobre_pib.csv
14,14_inversion_i_d_provincia.csv
14,14_inversion_i_d_provincia.csv
14,14_inversion_i_d_provincia.csv
14,14_inversion_i_d_provincia.csv
14,14_inversion_i_d_provincia.csv
15,15_inversion_10000_hab_provincia.csv
15,15_inversion_10000_hab_provincia.csv
15,15_inversion_10000_hab_provincia.csv
15,15_inversion_10000_hab_provincia.csv
15,15_inversion_10000_hab_provincia.csv
15,15_inversion_10000_hab_provincia.csv
15,15_inversion_10000_hab_provincia.csv
15,15_inversion_10000_hab_provincia.csv
15,15_inversion_10000_hab_provincia.csv
15,15_inversion_10000_hab_provincia.csv
17,17_i_d_y_act_pib.csv
17,17_i_d_y_act_pib.csv
17,17_i_d_y_act_pib.csv
17,17_i_d_y_act_pib.csv
17,17_i_d_y_act_pib.csv
17,17_i_d_y_act_pib.csv
18,18_investigacion_funcion.csv
18,18_investigacion_funcion.csv
18,18_investigacion_funcion.csv
18,18_investigacion_funcion.csv
18,18_investigacion_funcion.csv
18,18_investigacion_funcion.csv
18,18_investigacion_funcion.csv
18,18_investigacion_funcion.csv
18,18_investigacion_funcion.csv
18,18_investigacion_funcion.csv
19,19_investigadores_disciplina_formacion_evo.csv
19,19_investigadores_disciplina_formacion_evo.csv
19,19_investigadores_disciplina_formacion_evo.csv
19,19_investigadores_disciplina_formacion_evo.csv
20,20_investigadoras_y_becarias_evo.csv
20,20_investigadoras_y_becarias_evo.csv
20,20_investigadoras_y_becarias_evo.csv
20,20_investigadoras_y_becarias_evo.csv
21,21_id_pib_pais_evo.csv
21,21_id_pib_pais_evo.csv
21,21_id_pib_pais_evo.csv
21,21_id_pib_pais_evo.csv
21,21_id_pib_pais_evo.csv
22,22_publicaciones_scopus_evo.csv
22,22_publicaciones_scopus_evo.csv
22,22_publicaciones_scopus_evo.csv
22,22_publicaciones_scopus_evo.csv
23,23_patentes_pais_residencia_solicitante_evo.csv
23,23_patentes_pais_residencia_solicitante_evo.csv
23,23_patentes_pais_residencia_solicitante_evo.csv
23,23_patentes_pais_residencia_solicitante_evo.csv
24,24_participacion_fem_investigadores_becarios_comparativo.csv
24,24_participacion_fem_investigadores_becarios_comparativo.csv
24,24_participacion_fem_investigadores_becarios_comparativo.csv
24,24_participacion_fem_investigadores_becarios_comparativo.csv
25,25_inversion_sector_destino.csv
25,25_inversion_sector_destino.csv
25,25_inversion_sector_destino.csv
25,25_inversion_sector_destino.csv
25,25_inversion_sector_destino.csv
25,25_inversion_sector_destino.csv
